Date,Close,Open,High,Low,Vol.
02-Aug-21,168,165,168,166.6,916.38K
30-Jul-21,165,164.1,165,165,4.64M
29-Jul-21,164.1,163.5,164.1,164.1,500.77K
28-Jul-21,163.5,163.1,163.5,163.1,1.62M
27-Jul-21,163.1,165,163.1,163.1,1.35M
26-Jul-21,165,165,168,163,439.60K
23-Jul-21,165,165,165.5,163,489.29K
22-Jul-21,165,165,169.9,163.5,392.59K
19-Jul-21,165,165,168,164,271.21K
16-Jul-21,165,164,165,165,280.91K
15-Jul-21,164,164,164,164,887.10K
14-Jul-21,164,163,164,164,2.03M
13-Jul-21,163,163,165,161.4,450.52K
12-Jul-21,163,164,164.1,163,4.75M
09-Jul-21,164,164,165,162.9,944.62K
08-Jul-21,164,164,164,162.9,1.89M
07-Jul-21,164,164,163.5,162,329.51K
06-Jul-21,164,164,164,162.8,787.46K
05-Jul-21,164,164,164,163,33.95K
02-Jul-21,164,164,164.3,163.5,168.35K
01-Jul-21,164,164,165.5,163.5,616.20K
30-Jun-21,164,163,164,164,10.17M
29-Jun-21,163,163,165.9,163,556.06K
28-Jun-21,163,163,163,163,9.21M
25-Jun-21,163,165,164,163,922.51K
24-Jun-21,165,165,165,165,490.92K
23-Jun-21,165,165,165,163,318.34K
22-Jun-21,165,165,165,165,2.02M
21-Jun-21,165,165,165,162.6,401.07K
18-Jun-21,165,165,165,161,396.00K
17-Jun-21,165,165,167.9,163,315.23K
16-Jun-21,165,163,165,165,1.36M
15-Jun-21,163,162.7,163,162.6,2.34M
11-Jun-21,162.7,165,162.8,162.7,1.62M
10-Jun-21,165,165,165,164.3,139.03K
09-Jun-21,165,165,168,163,745.47K
08-Jun-21,165,165,168,163,60.03K
07-Jun-21,165,165,167,164,422.33K
04-Jun-21,165,164.9,165,165,869.11K
03-Jun-21,164.9,162.5,164.9,164.9,603.20K
02-Jun-21,162.5,162.5,167.9,162.5,109.64K
01-Jun-21,162.5,162.5,165,162.5,303.90K
31-May-21,162.5,160.9,162.5,162.5,403.00K
28-May-21,160.9,160.5,160.9,160.9,951.27K
27-May-21,160.5,160.5,163,160,110.93K
26-May-21,160.5,160.5,163,160,133.96K
25-May-21,160.5,160.5,162.8,160,302.20K
24-May-21,160.5,160,160.5,160.5,570.39K
21-May-21,160,160,160,160,299.35K
20-May-21,160,160,163,160,154.61K
19-May-21,160,160,163.1,160,191.69K
18-May-21,160,160,160,160,541.61K
17-May-21,160,161.7,160,160,1.96M
14-May-21,161.7,161.7,164.5,160.1,1.59M
11-May-21,161.7,162,161.7,161.7,577.26K
10-May-21,162,162,169,162,347.39K
07-May-21,162,162,165.9,160.2,160.10K
06-May-21,162,169.9,162,161,3.40M
